Sample Index, EXG Channel 0
14584,181327.0
14596,181712.0
14604,181483.0
14616,181628.0
14624,181851.0
14636,181610.0
14645,181803.0
14653,177726.0
14665,178215.0
14673,178482.0
14685,177899.0
14694,178324.0
14706,178497.0
14714,178850.0
14727,178991.0
14735,178460.0
14743,178899.0
14755,178662.0
14763,179003.0
14775,179080.0
14784,178925.0
14796,179266.0
14804,178671.0
14817,178788.0
14825,179467.0
14833,179074.0
14845,179507.0
14854,177404.0
14866,178055.0
14874,179766.0
14886,180997.0
14895,183320.0
14907,184701.0
14915,184782.0
14923,184817.0
14936,183246.0
14944,181787.0
14956,180878.0
14964,179563.0
14976,179490.0
14984,178747.0
14997,178872.0
15005,178681.0
15013,178900.0
15027,179323.0
15033,178836.0
15046,179387.0
15054,175848.0
15066,175771.0
15074,175764.0
15083,175499.0
15095,175990.0
15103,175825.0
15115,175670.0
15124,175793.0
15136,175524.0
15144,175687.0
15156,175654.0
15164,175833.0
15177,176554.0
15185,176237.0
15198,176184.0
15206,175977.0
15214,176052.0
15226,176153.0
15235,175642.0
15247,176107.0
15255,173708.0
15267,173705.0
15276,173690.0
15288,173553.0
15296,173820.0
15304,173569.0
15317,173690.0
15325,173907.0
15337,173450.0
15345,173829.0
15358,173874.0
15366,173635.0
15378,173918.0
15386,173217.0
15394,173910.0
15406,173767.0
15415,173914.0
15427,173897.0
15435,173756.0
15447,174351.0
15456,172050.0
15468,171941.0
15476,171916.0
15485,171403.0
15497,171722.0
15505,171985.0
15517,171810.0
15525,172093.0
15538,171704.0
15546,171907.0
15554,172174.0
15566,171971.0
15575,172810.0
15587,172403.0
15595,172858.0
15608,172443.0
15616,172390.0
15628,172651.0
15636,171946.0
15644,172549.0
15656,170710.0
15665,170535.0
15677,171534.0
15685,172543.0
15697,175732.0
15706,178051.0
15718,179704.0
15726,180729.0
15734,179374.0
15746,178333.0
15755,177022.0
15767,175429.0
15775,174610.0
15787,173063.0
15796,172700.0
15808,172699.0
15816,172156.0
15825,171777.0
15837,171938.0
15849,172179.0
15857,170376.0
15866,169419.0
15878,169542.0
15886,169261.0
15898,169392.0
15906,169231.0
15918,168802.0
15927,169181.0
15935,168816.0
15948,169007.0
15956,169250.0
15968,169087.0
15976,169460.0
15988,169271.0
15996,169620.0
16009,169573.0
16017,169274.0
16025,169839.0
16037,169258.0
16045,169589.0
16057,168102.0
16066,167459.0
16078,167546.0
16086,167265.0
16098,167546.0
16107,167539.0
16115,167424.0
16127,167743.0
16136,167354.0
16148,167327.0
16157,167864.0
16169,167407.0
16177,167446.0
16189,167231.0
16197,167802.0
16206,168093.0
16218,167630.0
16226,168121.0
16238,167848.0
16246,168189.0
16259,166672.0
16267,165605.0
16278,165832.0
16287,165227.0
16295,165336.0
16307,165507.0
16315,165420.0
16328,165979.0
16336,165662.0
16348,165841.0
16356,165792.0
16365,166201.0
16377,166166.0
16386,165755.0
16398,166334.0
16406,166189.0
16418,165800.0
16426,166267.0
16439,165972.0
16447,166339.0
16455,165078.0
16468,164303.0
16476,164320.0
16488,163969.0
16496,164456.0
16509,164669.0
16517,164890.0
16529,166015.0
16537,167180.0
16549,170309.0
16557,172914.0
16569,175305.0
16578,176534.0
16586,175257.0
16599,174244.0
16606,171665.0
16619,170018.0
16627,169489.0
16640,167954.0
16648,167921.0
16659,165722.0
16668,164091.0
16676,163894.0
16689,163963.0
16696,164256.0
16709,164511.0
16718,163942.0
16729,164475.0
16737,163730.0
16750,163741.0
16759,163942.0
16767,163435.0
16779,163870.0
16787,163411.0
16799,163494.0
16808,163843.0
16819,163606.0
16828,164205.0
16836,163332.0
16848,164277.0
16856,163002.0
16869,161943.0
16877,162174.0
16889,161751.0
16897,162116.0
16909,161867.0
16918,161530.0
16926,161859.0
16938,161742.0
16947,161531.0
16959,161852.0
16967,161707.0
16979,161558.0
16988,161349.0
17000,161312.0
17008,161515.0
17016,161614.0
17029,161517.0
17037,161474.0
17048,161711.0
17057,161704.0
17069,160069.0
17077,159640.0
17090,159349.0
17098,159358.0
17106,159431.0
17118,159204.0
17127,159469.0
17139,159496.0
17147,159873.0
17159,159836.0
17168,159395.0
17180,159816.0
17188,159727.0
17201,159998.0
17209,159759.0
17217,159228.0
17228,159715.0
17238,159632.0
17250,159637.0
17258,159828.0
17270,158993.0
17278,158296.0
17290,158027.0
17298,158372.0
17307,158691.0
17319,158036.0
17328,158261.0
17339,157518.0
17348,158345.0
17360,159646.0
17368,160989.0
17381,164170.0
17389,167577.0
17397,170314.0
17410,171965.0
17418,171392.0
17430,170473.0
17439,167968.0
17450,166439.0
17459,164594.0
17471,162455.0
17482,161470.0
17487,160031.0
17500,159478.0
17508,159319.0
17520,158450.0
17528,159045.0
17541,158988.0
17549,159001.0
17560,159084.0
17569,158841.0
17577,158536.0
17590,158045.0
17598,157930.0
17610,158447.0
17619,158404.0
17631,158765.0
17639,158700.0
17647,158905.0
17659,159178.0
17668,158327.0
17680,158386.0
17688,157869.0
17700,157826.0
17708,157945.0
17720,157416.0
17729,157307.0
17737,156964.0
17749,156963.0
17757,156888.0
17770,156085.0
17778,156448.0
17791,156189.0
17799,156634.0
17811,156585.0
17819,156068.0
17831,156151.0
17840,155936.0
17851,156283.0
17860,155968.0
17868,155707.0
17881,156174.0
17888,155835.0
17901,155722.0
17909,155775.0
17922,155482.0
17930,155733.0
17942,155658.0
17950,155339.0
17958,155912.0
17970,154875.0
17978,155316.0
17991,155019.0
17999,154786.0
18012,155011.0
18020,154640.0
18031,154991.0
18040,154690.0
18048,154991.0
18061,154892.0
18069,154485.0
18081,154840.0
18089,154647.0
18102,154386.0
18110,154337.0
18118,154194.0
18131,154589.0
18139,155246.0
18151,155909.0
18159,158592.0
18171,161491.0
18179,165970.0
18196,168357.0
18199,169114.0
18208,168601.0
18220,167088.0
18228,164589.0
18241,162544.0
18249,161121.0
18262,159904.0
18270,157681.0
18282,157198.0
18290,156883.0
18298,157034.0
18311,156931.0
18319,156176.0
18331,156407.0
18339,156176.0
18352,156005.0
18360,156182.0
18372,155487.0
18380,155394.0
18389,155035.0
18401,154594.0
18409,154775.0
18421,154240.0
18429,154775.0
18442,154492.0
18450,155423.0
18461,154862.0
18470,154713.0
18478,155024.0
18490,154771.0
18499,154572.0
18511,154591.0
18519,154016.0
18532,154025.0
18540,153642.0
18552,153249.0
18560,153338.0
18573,152689.0
18581,152592.0
18589,152371.0
18601,152106.0
18610,152441.0
18621,151780.0
18630,152351.0
18642,152186.0
18650,151967.0
18663,152382.0
18670,151897.0
18680,152188.0
18691,152205.0
18700,152102.0
18712,152495.0
18720,151542.0
18732,152159.0
18741,151842.0
18753,151737.0
18761,152286.0
18769,151767.0
18781,152018.0
18789,152215.0
18802,152140.0
18810,152445.0
18822,151878.0
18831,151803.0
18843,152032.0
18851,152007.0
18859,152232.0
18871,151699.0
18879,151626.0
18892,152063.0
18900,152062.0
18912,152021.0
18921,152458.0
18929,153647.0
18942,156224.0
18950,159319.0
18962,164294.0
18970,166389.0
18982,167668.0
18990,167455.0
19002,166526.0
19010,164471.0
19019,162134.0
19031,160413.0
19039,158492.0
19051,157421.0
19060,156720.0
19072,156003.0
19081,156014.0
19093,155661.0
19101,155590.0
19110,155501.0
19122,155214.0
19130,155377.0
19142,155072.0
19150,154815.0
19162,154802.0
19171,154107.0
19183,154534.0
19191,154045.0
19203,153826.0
19212,154543.0
19224,154136.0
19232,154427.0
19240,154764.0
19253,154763.0
19261,155090.0
19273,154403.0
19282,154352.0
19293,154393.0
19302,153934.0
19314,154275.0
19322,153256.0
19330,153205.0
19343,153148.0
19351,152823.0
19363,153050.0
19371,152213.0
19384,152504.0
19392,152611.0
19400,151900.0
19413,152363.0
19420,152156.0
19433,152199.0
19441,152292.0
19453,151767.0
19462,152132.0
19474,151737.0
19482,151786.0
19490,151939.0
19503,152064.0
19511,151453.0
19523,151444.0
19531,151453.0
19543,151646.0
19552,151597.0
19564,151366.0
19572,151291.0
19580,151116.0
19593,151797.0
19601,151258.0
19613,151619.0
19622,151266.0
19633,151535.0
19641,151684.0
19654,151175.0
19662,151262.0
19670,150971.0
19682,151564.0
19690,153069.0
19703,154744.0
19711,158247.0
19723,161292.0
19731,164719.0
19740,166742.0
19753,166685.0
19761,165932.0
19773,163909.0
19781,162514.0
19793,160063.0
19802,157618.0
19814,157015.0
19822,155528.0
19834,155579.0
19842,155210.0
19854,154523.0
19863,154836.0
19871,153965.0
19883,154220.0
19892,154691.0
19904,153930.0
19912,154023.0
19924,153356.0
19932,153391.0
19944,153912.0
19953,153559.0
19961,154000.0
19973,154217.0
19981,154418.0
19993,155145.0
20002,154874.0
20014,155267.0
20022,155002.0
20034,154613.0
20043,154678.0
20051,154369.0
20063,154580.0
20072,153627.0
20084,153478.0
20092,153639.0
20104,152998.0
20113,152999.0
20125,152756.0
20133,152719.0
20141,153060.0
20154,152545.0
20162,152654.0
20174,152225.0
20183,152404.0
20195,152603.0
20203,152046.0
20211,152495.0
20224,152230.0
20232,152371.0
20244,152422.0
20252,152165.0
20264,152352.0
20273,152341.0
20285,152528.0
20293,152555.0
20301,152084.0
20314,152305.0
20322,152010.0
20334,151947.0
20342,152276.0
20354,151789.0
20363,152224.0
20375,152343.0
20383,152526.0
20391,154453.0
20403,156314.0
20411,159861.0
20423,163210.0
20432,166493.0
20444,168596.0
20453,168163.0
20465,167250.0
20473,165327.0
20485,162308.0
20494,161115.0
20506,158870.0
20514,158225.0
20522,156892.0
20534,156773.0
20543,156834.0
20555,155873.0
20563,156228.0
20575,156015.0
20584,155912.0
20596,155999.0
20604,155610.0
20612,155727.0
20625,155072.0
20633,154959.0
20645,155418.0
20653,154875.0
20665,155534.0
20674,155389.0
20682,155512.0
20694,156251.0
20703,155530.0
20715,155873.0
20723,155998.0
20735,155533.0
20743,155618.0
20756,154995.0
20764,154876.0
20772,154945.0
20784,154654.0
20793,154587.0
20805,153806.0
20813,154159.0
20825,153500.0
20834,153659.0
20846,153566.0
20854,153427.0
20862,153700.0
20875,153083.0
20883,153296.0
20895,153531.0
20903,152948.0
20915,153523.0
20924,153162.0
20936,153353.0
20944,153268.0
20952,152817.0
20964,152958.0
20973,152691.0
20985,152988.0
20993,153167.0
21005,152874.0
21014,153231.0
21022,153052.0
21034,153251.0
21042,153628.0
21054,152719.0
21063,152836.0
21075,152493.0
21083,152564.0
21095,153465.0
21104,152818.0
21112,154257.0
21124,156660.0
21136,160993.0
21144,165664.0
21153,168523.0
21165,170516.0
21173,169997.0
21185,168894.0
21194,167933.0
21206,165594.0
21214,163665.0
21226,161116.0
21235,160083.0
21243,159818.0
21255,158699.0
21263,158434.0
21275,158635.0
21284,158158.0
21297,158861.0
21305,158066.0
21317,158399.0
21325,158226.0
21333,157315.0
21345,157156.0
21354,156489.0
21366,156738.0
21374,156693.0
21386,156778.0
21395,157175.0
21407,156840.0
21415,157031.0
21423,157420.0
21435,157123.0
21444,157322.0
21456,156837.0
21465,156774.0
21477,156947.0
21485,156736.0
21493,156581.0
21505,155970.0
21514,155807.0
21526,155238.0
21534,155075.0
21546,155196.0
21555,154259.0
21567,154442.0
21574,154277.0
21583,154230.0
21595,154541.0
21603,153834.0
21615,154555.0
21624,154134.0
21636,154613.0
21644,154462.0
21656,153979.0
21664,154106.0
21673,153825.0
21685,153518.0
21693,153971.0
21705,153486.0
21714,153621.0
21727,153532.0
21735,153339.0
21747,153366.0
21755,153193.0
21763,153394.0
21775,153609.0
21788,153414.0
21796,153301.0
21805,152772.0
21817,153117.0
21825,153458.0
21837,153487.0
21845,155220.0
21858,157685.0
21866,160592.0
21878,165001.0
21887,167390.0
21895,167665.0
21907,167222.0
21915,167547.0
21927,166114.0
21935,163723.0
21948,162154.0
21956,159165.0
21964,158158.0
21976,156847.0
21985,156008.0
21997,155843.0
22005,155012.0
22017,155259.0
22025,155310.0
22037,155375.0
22045,155078.0
22054,154225.0
22066,154066.0
22075,153429.0
22087,152582.0
22095,152949.0
22107,152998.0
22115,153351.0
22127,153394.0
22136,153679.0
22144,154080.0
22157,153397.0
22165,153806.0
22177,153921.0
22185,153364.0
22197,153653.0
22206,152702.0
22218,152489.0
22226,152330.0
22235,151717.0
22247,151750.0
22255,151595.0
22267,150314.0
22275,149821.0
22287,149364.0
22296,149619.0
22304,149256.0
22316,149429.0
22324,149522.0
22337,148853.0
22345,149116.0
22357,148597.0
22365,148832.0
22378,149109.0
22386,148622.0
22394,148897.0
22407,148542.0
22415,148311.0
22427,148420.0
22435,148225.0
22447,148808.0
22455,148159.0
22467,147636.0
22476,147557.0
22488,147096.0
22496,147487.0
22508,147070.0
22517,147337.0
22525,147360.0
22537,147049.0
22545,147238.0
22558,146825.0
22566,146646.0
22579,146805.0
22587,147140.0
22602,149375.0
22607,150850.0
22615,156761.0
22627,161380.0
22636,163313.0
22648,164702.0
22656,166461.0
22668,164502.0
22677,163749.0
22689,161780.0
22697,160589.0
22705,158026.0
22718,156701.0
22726,155038.0
22738,153501.0
22746,153274.0
22759,152661.0
22767,152976.0
22775,152915.0
22788,153034.0
22796,152883.0
22808,152106.0
22816,151451.0
22828,151126.0
22836,149799.0
22849,150602.0
22857,150035.0
22865,150620.0
22878,150981.0
22886,151494.0
22898,151677.0
22906,151720.0
22919,152007.0
22927,151786.0
22943,151433.0
22947,151386.0
22955,150345.0
22967,150366.0
22975,150283.0
22988,149166.0
22996,148929.0
23009,148214.0
23017,148269.0
23028,148000.0
23037,147673.0
23045,147900.0
23057,147179.0
23065,146190.0
23078,146607.0
23086,145944.0
23098,146215.0
23106,145684.0
23114,145805.0
23127,145968.0
23139,145465.0
23147,145958.0
23160,145685.0
23168,145714.0
23176,145731.0
23189,145590.0
23197,145841.0
23209,145650.0
23217,145763.0
23229,146172.0
23238,145415.0
23246,145674.0
23258,145461.0
23266,144254.0
23279,144183.0
23287,143786.0
23299,143695.0
23307,143776.0
23320,143633.0
23328,143686.0
23336,143929.0
23349,145570.0
23357,148347.0
23369,152458.0
23377,157373.0
23390,159602.0
23398,162709.0
23409,163604.0
23417,163267.0
23426,162918.0
23438,161377.0
23446,160224.0
23459,158341.0
23467,155596.0
23479,154625.0
23487,153078.0
23500,152927.0
23508,152452.0
23516,152737.0
23529,152924.0
23536,152339.0
23549,152602.0
23557,152287.0
23569,151744.0
23578,151311.0
23586,150256.0
23598,149865.0
23607,148934.0
23619,149249.0
23627,149566.0
23639,149317.0
23647,150032.0
23660,150775.0
23668,149420.0
23676,150163.0
23688,149488.0
23697,149765.0
23709,149358.0
23717,148735.0
23729,148248.0
23737,147645.0
23750,147172.0
23758,146261.0
23766,145676.0
23778,145397.0
23790,144992.0
23799,144933.0
23807,144734.0
23819,144199.0
23827,144286.0
23840,143777.0
23848,144090.0
23861,143931.0
23869,142718.0
23881,142507.0
23889,142140.0
23897,142467.0
23909,142408.0
23917,142591.0
23930,142828.0
23939,142607.0
23950,142714.0
23959,142115.0
23971,142358.0
23979,142649.0
23987,142286.0
24000,142573.0
24008,142254.0
24020,142333.0
24029,142680.0
24041,142313.0
24049,142684.0
24057,142271.0
24069,141912.0
24078,141731.0
24089,141536.0
24097,141455.0
24110,141518.0
24118,141325.0
24130,141408.0
24138,140759.0
24147,141262.0
24159,141795.0
24167,145166.0
24179,149603.0
24188,153090.0
24201,156385.0
24209,159160.0
24221,159873.0
24229,159754.0
24237,158541.0
24250,158694.0
24258,157529.0
24269,154132.0
24278,153601.0
24291,152242.0
24298,151773.0
24311,151408.0
24319,150875.0
24327,151230.0
24340,150669.0
24348,151408.0
24360,151473.0
24368,151340.0
24381,151391.0
24389,150362.0
24397,150125.0
24410,148846.0
24418,148003.0
24430,147930.0
24442,147681.0
24450,147996.0
24458,148721.0
24471,147890.0
24479,148567.0
24491,148378.0
24499,148635.0
24511,148476.0
24519,147953.0
24528,147988.0
24540,147079.0
24548,146910.0
24561,146359.0
24569,145678.0
24581,145553.0
24589,144676.0
24602,144157.0
24610,144008.0
24618,143551.0
24630,143206.0
24639,142865.0
24650,142764.0
24659,142315.0
24671,140830.0
24679,141321.0
24692,140498.0
24700,140697.0
24708,140758.0
24720,140847.0
24728,140550.0
24740,140233.0
24749,140602.0
24761,140373.0
24770,140498.0
24782,140567.0
24790,140216.0
24798,140287.0
24810,140004.0
24819,139725.0
24831,140142.0
24839,139897.0
24851,140104.0
24859,140337.0
24868,138828.0
24880,138913.0
24889,138626.0
24901,138821.0
24909,138134.0
24921,138713.0
24929,138562.0
24942,137731.0
24950,138044.0
24958,137941.0
24970,137698.0
24978,138049.0
24991,138472.0
24999,141741.0
25011,146832.0
25019,149423.0
25031,153366.0
25040,153813.0
25048,154188.0
25060,154283.0
25068,151430.0
25081,151293.0
25089,150234.0
25101,149785.0
25110,149278.0
25121,148163.0
25130,148024.0
25142,146871.0
25151,146622.0
25162,147125.0
25171,146616.0
25179,147483.0
25192,146742.0
25200,146971.0
25212,146862.0
25220,146763.0
25232,146242.0
25241,145307.0
25253,145350.0
25261,145399.0
25269,144536.0
25281,145001.0
25289,145044.0
25302,145369.0
25310,145406.0
25322,145315.0
25331,145634.0
25339,145289.0
25351,144942.0
25359,144565.0
25371,143864.0
25379,143879.0
25392,143124.0
25400,142863.0
25413,142872.0
25421,141897.0
25429,142014.0
25441,141419.0
25449,140654.0
25462,141285.0
25470,138670.0
25482,139253.0
25491,139026.0
25503,138909.0
25511,138826.0
25519,138611.0
25531,138814.0
25539,138329.0
25552,138626.0
25560,138831.0
25572,138262.0
25581,138573.0
25593,138182.0
25601,138671.0
25609,138908.0
25621,138083.0
25629,138684.0
25642,138191.0
25650,138244.0
25664,138339.0
25671,136882.0
25679,137353.0
25691,136986.0
25700,136847.0
25712,137192.0
25720,136887.0
25732,137084.0
25740,136553.0
25753,136824.0
25761,136549.0
25772,136058.0
25781,135923.0
25793,136346.0
25802,138525.0
25810,141698.0
25822,144531.0
25830,148770.0
25843,149295.0
25851,150040.0
25863,150113.0
25871,147636.0
25884,147313.0
25892,146524.0
25900,146729.0
25912,146160.0
25921,145477.0
25933,145312.0
25941,144483.0
25953,144292.0
25961,144401.0
25974,144264.0
25981,144693.0
25990,144118.0
26002,144483.0
26011,144736.0
26023,143945.0
26031,144238.0
26043,143375.0
26052,143364.0
26064,143401.0
26072,141728.0
26080,142249.0
26093,141582.0
26101,142233.0
26113,142494.0
26121,142457.0
26134,142594.0
26142,142359.0
26150,142564.0
26162,142573.0
26171,141868.0
26183,142063.0
26191,141340.0
26203,141499.0
26211,141320.0
26223,140833.0
26232,140666.0
26240,139765.0
26252,139560.0
26260,139747.0
26273,137884.0
26281,137841.0
26293,137372.0
26301,137237.0
26314,137554.0
26322,137279.0
26330,137524.0
26343,137419.0
26351,137290.0
26363,137677.0
26371,137270.0
26383,137291.0
26392,137134.0
26404,137125.0
26412,137124.0
26424,136691.0
26433,136482.0
26445,136531.0
26453,136736.0
26461,136781.0
26474,135256.0
26482,135739.0
26494,135554.0
26502,135155.0
26514,135204.0
26523,134569.0
26535,134936.0
26543,134909.0
26551,134828.0
26564,134891.0
26572,134162.0
26584,134527.0
26592,133982.0
26604,134433.0
26613,135408.0
26621,137147.0
26633,140446.0
26641,143221.0
26654,144608.0
26663,144907.0
26674,142942.0
26682,143041.0
26695,142878.0
26703,142587.0
26711,142698.0
26723,142025.0
26732,142276.0
26744,141313.0
26752,141110.0
26764,141001.0
26773,140374.0
26785,140531.0
26793,140112.0
26801,140553.0
26813,140922.0
26822,140565.0
26834,140636.0
26842,140397.0
26854,140322.0
26862,140331.0
26875,138590.0
26883,138683.0
26891,138574.0
26903,138421.0
26911,139080.0
26924,138487.0
26932,139004.0
26944,138697.0
26952,138848.0
26961,139181.0
26973,138674.0
26981,138525.0
26993,138384.0
27001,137971.0
27014,138270.0
27022,137371.0
27035,137294.0
27043,137103.0
27051,136814.0
27063,136799.0
27071,135352.0
27084,135369.0
27092,135206.0
27104,134697.0
27112,134968.0
27125,134571.0
27133,134548.0
27145,134575.0
27153,134542.0
27166,134725.0
27174,134042.0
27182,134219.0
27194,134322.0
27202,134137.0
27215,133984.0
27223,133653.0
27235,134024.0
27243,133825.0
27256,134116.0
27264,133675.0
27272,132776.0
27284,132657.0
27293,132546.0
27305,132905.0
27313,132556.0
27325,132275.0
27334,132354.0
27346,131927.0
27354,132064.0
27362,132235.0
27374,131634.0
27383,131967.0
27395,131386.0
27403,131489.0
27416,131804.0
27424,131497.0
27432,132910.0
27444,135181.0
27453,138292.0
27465,139707.0
27473,138160.0
27485,138033.0
27493,138554.0
27505,138525.0
27514,138442.0
27522,137821.0
27534,137948.0
27542,137171.0
27555,136876.0
27562,137011.0
27575,136126.0
27583,136315.0
27595,136400.0
27603,136243.0
27612,136612.0
27624,135809.0
27632,135992.0
27644,136151.0
27653,135984.0
27666,135883.0
27674,134080.0
27686,133875.0
27694,133714.0
27703,134125.0
27715,134276.0
27723,133899.0
27735,134210.0
27744,134397.0
27756,134370.0
27764,134505.0
27776,134202.0
27784,134429.0
27796,134278.0
27805,134205.0
27817,134238.0
27825,133973.0
27833,134004.0
27845,133589.0
27853,133308.0
27865,133385.0
27874,131400.0
27886,131497.0
27894,131048.0
27903,131243.0
27915,131256.0
27923,130689.0
27935,131078.0
27943,130835.0
27956,131102.0
27965,131055.0
27977,130588.0
27985,130711.0
27993,130662.0
28006,130835.0
28014,131330.0
28026,130637.0
28034,131032.0
28047,130841.0
28055,130854.0
28067,131011.0
28075,129844.0
28083,130433.0
28095,130610.0
28104,130211.0
28116,130298.0
28124,130065.0
28136,130180.0
28145,130371.0
28157,129836.0
28165,130185.0
28173,129962.0
28185,131649.0
28194,133320.0
28206,134189.0
28214,134808.0
28226,135063.0
28234,135450.0
28243,135945.0
28255,135458.0
28263,136065.0
28275,133354.0
28284,133225.0
28296,133174.0
28304,132337.0
28317,132780.0
28325,132223.0
28333,132138.0
28345,132385.0
28354,132096.0
28366,132479.0
28374,132142.0
28386,132517.0
28394,132290.0
28407,132399.0
28415,132318.0
28427,131463.0
28435,131938.0
28448,131849.0
28456,131764.0
28464,132401.0
28476,131004.0
28485,130963.0
28497,131266.0
28505,131235.0
28517,131490.0
28525,131097.0
28538,131312.0
28546,131433.0
28554,130874.0
28566,131231.0
28575,130856.0
28587,130825.0
28595,131142.0
28608,130121.0
28616,130648.0
28627,130349.0
28636,130276.0
28644,130069.0
28657,129704.0
28665,130295.0
28677,128434.0
28685,128707.0
28697,129016.0
28705,128263.0
28714,128822.0
28727,128287.0
28734,128794.0
28747,128809.0
28755,128516.0
28767,129031.0
28776,128706.0
28788,129041.0
28796,129180.0
28804,128691.0
28816,129208.0
28825,128515.0
28837,128802.0
28844,129139.0
28858,128380.0
28866,129019.0
28878,127604.0
28886,127511.0
28895,127810.0
28907,128107.0
28915,129060.0
28927,129895.0
28935,131090.0
28947,131543.0
28955,131326.0
28968,131987.0
28976,131586.0
28984,131923.0
28996,131724.0
29005,131651.0
29017,131520.0
29025,131201.0
29038,131318.0
29046,131449.0
29054,131016.0
29066,130861.0
29079,129344.0
29087,129173.0
29099,129338.0
29107,129277.0
29115,129534.0
29128,129449.0
29136,129658.0
29147,129543.0
29156,129074.0
29169,129337.0
29177,129180.0
29185,129379.0
29197,129028.0
29205,129117.0
29218,129420.0
29225,129117.0
29238,129752.0
29246,129625.0
29258,129048.0
29266,129643.0
29275,128006.0
29288,127917.0
29296,128262.0
29308,127781.0
29316,128176.0
29328,127709.0
29336,127564.0
29348,128123.0
29357,127564.0
29365,127891.0
29378,127122.0
29386,127523.0
29398,127660.0
29406,127389.0
29419,127626.0
29427,127161.0
29439,127290.0
29447,127739.0
29455,126826.0
29468,127577.0
29476,126288.0
29488,126567.0
29496,126424.0
29508,126037.0
29517,126386.0
29525,126047.0
29537,126356.0
29545,126745.0
29558,126362.0
29566,126339.0
29578,126118.0
29586,126601.0
29599,126838.0
29607,126219.0
29615,126530.0
29628,126175.0
29636,126214.0
29648,126307.0
29656,126338.0
29668,127449.0
29677,126318.0
29689,127071.0
29696,127874.0
29705,128153.0
29717,128864.0
29730,128519.0
29738,129066.0
29746,128677.0
29758,127958.0
29766,128283.0
29779,128082.0
29787,128163.0
29799,128068.0
29807,127669.0
29819,128004.0
29828,127799.0
29836,127834.0
29848,128247.0
29856,127626.0
29869,128055.0
29877,125572.0
29889,125803.0
29897,126108.0
29909,125633.0
29918,125696.0
29926,125487.0
29939,125446.0
29947,126003.0
29958,125662.0
29967,125847.0
29979,125334.0
29987,125861.0
29996,126032.0
30008,125825.0
30017,125788.0
30028,126299.0
30037,125736.0
30049,126083.0
30057,125740.0
30069,126041.0
30078,124672.0
30086,123891.0
30098,124206.0
30106,123627.0
30119,124076.0
30127,123669.0
30139,123822.0
30147,124559.0
30160,123536.0
30168,124515.0
30176,123942.0
30188,123563.0
30197,124484.0
30209,123899.0
30217,124330.0
30229,124225.0
30238,123868.0
30250,124517.0
30258,124040.0
30266,124363.0
30278,123006.0
30287,122601.0
30299,122966.0
30307,122843.0
30319,122928.0
30328,122945.0
30336,122680.0
30348,123347.0
30356,122772.0
30369,123005.0
30381,122914.0
30389,123041.0
30397,123352.0
30409,122493.0
30418,122968.0
30429,122973.0
30438,122986.0
30451,123077.0
30459,122804.0
30467,123429.0
30479,122470.0
30488,122615.0
30499,123598.0
30507,124099.0
30520,124478.0
30528,124665.0
30540,124904.0
30549,125235.0
30557,124432.0
30569,124713.0
30578,124256.0
30589,124089.0
30598,124172.0
30610,123917.0
30618,124064.0
30631,124327.0
30639,124178.0
30647,124487.0
30659,123940.0
30667,124409.0
30679,121768.0
30688,121975.0
30700,122346.0
30708,122039.0
30721,122080.0
30729,122471.0
30738,122290.0
30749,122503.0
30757,122166.0
30770,122677.0
30778,122614.0
30791,122617.0
30799,123124.0
30807,122801.0
30819,122654.0
30827,122843.0
30839,122316.0
30848,122961.0
30860,122426.0
30868,122681.0
30880,121264.0
30889,121021.0
30897,121604.0
30909,121021.0
30918,121212.0
30930,121485.0
30938,121398.0
30950,121819.0
30958,121040.0
30970,121403.0
30979,121504.0
30987,121353.0
30999,121720.0
31007,121557.0
31020,121528.0
31028,122031.0
31041,121704.0
31049,122125.0
31060,121692.0
31069,122109.0
31081,120066.0
31089,120011.0
31102,120414.0
31106,120137.0
31118,120708.0
31131,120645.0
31139,120526.0
31150,120603.0
31159,120414.0
31171,120831.0
31179,120570.0
31192,120561.0
31200,120804.0
31208,120381.0
31221,120432.0
31229,121003.0
31240,120362.0
31249,121331.0
31261,121420.0
31269,122007.0
31278,120900.0
31290,121299.0
31298,121854.0
31311,121267.0
31319,122022.0
31331,122105.0
31339,121480.0
31352,121779.0
31360,121138.0
31368,121377.0
31380,121236.0
31388,120959.0
31401,121074.0
31409,121081.0
31421,121042.0
31429,121401.0
31441,121226.0
31449,121641.0
31458,121084.0
31470,121245.0
31478,119252.0
31490,119205.0
31499,119152.0
31511,119359.0
31519,119244.0
31531,119691.0
31540,119362.0
31548,119941.0
31560,119820.0
31568,119777.0
31581,119890.0
31589,119871.0
31602,119844.0
31610,119595.0
31618,119610.0
31630,119903.0
31639,119632.0
31651,119955.0
31659,119520.0
31671,119979.0
31680,118298.0
31692,118299.0
31700,118376.0
31712,118123.0
31720,118526.0
31729,118497.0
31741,118022.0
31749,118615.0
31761,118296.0
31769,118573.0
31782,118566.0
31790,118349.0
31802,118768.0
31810,118711.0
31822,118610.0
31831,118985.0
31839,118716.0
31851,118851.0
31859,118308.0
31871,119089.0
31880,116650.0
31892,116725.0
31900,117200.0
31913,116747.0
31921,116916.0
31929,117307.0
31942,116878.0
31950,117403.0
31962,116822.0
31970,117015.0
31982,117314.0
31991,116903.0
32003,117726.0
32011,117187.0
32019,117144.0
32032,117701.0
32040,117538.0
32052,117817.0
32060,117444.0
32072,117609.0
32080,116744.0
